agent_id,agent_type,o_node_id,d_node_id,o_osm_node_id,d_osm_node_id,o_zone_id,d_zone_id,geometry,departure_time
30,v,164,200,,,6,7,"LINESTRING(-109.5583507 37.2871624,-109.5455735 37.2862272)",0740
31,v,168,232,,,6,7,"LINESTRING(-109.5580456 37.2839477,-109.5539955 37.284703)",0735
32,v,152,8,,83614591.0,6,7,"LINESTRING(-109.5574927 37.28401,-109.5520641 37.2869207)",0721
33,v,38,224,83713699.0,,6,7,"LINESTRING(-109.5571039 37.2856194,-109.5469595 37.2869372)",0733
34,v,5,248,83614583.0,,6,7,"LINESTRING(-109.5588703 37.2854701,-109.5526718 37.283743)",0735
35,v,225,7,,83614587.0,6,7,"LINESTRING(-109.5580194 37.2840724,-109.5519768 37.285719)",0742
36,v,214,43,,83721554.0,6,7,"LINESTRING(-109.5591086 37.2851679,-109.5553221 37.2856512)",0712
37,v,75,37,1029987721.0,83713259.0,6,7,"LINESTRING(-109.5584587 37.2862383,-109.5536859 37.285694)",0728
38,v,6,230,83614585.0,,6,7,"LINESTRING(-109.5600255 37.285309,-109.5526164 37.284149)",0754
39,v,168,153,,,6,7,"LINESTRING(-109.5580456 37.2839477,-109.5511544 37.2837281)",0727
40,v,154,194,,,6,7,"LINESTRING(-109.5601268 37.2856711,-109.5533619 37.2837946)",0708
41,v,58,172,83741039.0,,6,7,"LINESTRING(-109.5669459 37.283577,-109.5524528 37.283771)",0733
42,v,205,155,,,6,7,"LINESTRING(-109.55757 37.2852757,-109.552491 37.2840426)",0725
43,v,154,216,,,6,7,"LINESTRING(-109.5601268 37.2856711,-109.5451576 37.2862233)",0716
44,v,39,8,83713704.0,83614591.0,6,7,"LINESTRING(-109.5597279 37.2859293,-109.5520641 37.2869207)",0719
45,v,205,248,,,6,7,"LINESTRING(-109.55757 37.2852757,-109.5526718 37.283743)",0745
46,v,164,159,,,6,7,"LINESTRING(-109.5583507 37.2871624,-109.5532719 37.2841136)",0744
47,v,220,155,,,6,7,"LINESTRING(-109.5574885 37.2837023,-109.552491 37.2840426)",0743
48,v,225,155,,,6,7,"LINESTRING(-109.5580194 37.2840724,-109.552491 37.2840426)",0752
49,v,218,37,,83713259.0,6,7,"LINESTRING(-109.5657039 37.2839058,-109.5536859 37.285694)",0704
50,v,4,110,83614581.0,3643520175.0,6,7,"LINESTRING(-109.5583982 37.285596,-109.5519498 37.284387)",0737
51,v,218,221,,,6,7,"LINESTRING(-109.5657039 37.2839058,-109.5528575 37.2836181)",0749
52,v,181,153,,,6,7,"LINESTRING(-109.5606232 37.2865589,-109.5511544 37.2837281)",0719
53,v,181,43,,83721554.0,6,7,"LINESTRING(-109.5606232 37.2865589,-109.5553221 37.2856512)",0746
54,v,88,226,1331799412.0,,6,7,"LINESTRING(-109.5570964 37.289252,-109.5533622 37.2838591)",0759
55,v,4,180,83614581.0,,6,8,"LINESTRING(-109.5583982 37.285596,-109.5419113 37.287715)",0750
56,v,250,227,,,6,8,"LINESTRING(-109.5594386 37.2851491,-109.5406439 37.2840387)",0728
57,v,181,180,,,6,8,"LINESTRING(-109.5606232 37.2865589,-109.5419113 37.287715)",0742
58,v,192,55,,83737775.0,6,9,"LINESTRING(-109.5595412 37.2848753,-109.5697171 37.2814331)",0735
59,v,225,14,,83629496.0,6,9,"LINESTRING(-109.5580194 37.2840724,-109.5698717 37.2831853)",0712
60,v,207,166,,,6,9,"LINESTRING(-109.5692496 37.2838117,-109.571447 37.2801683)",0722
61,v,4,19,83614581.0,83629532.0,6,9,"LINESTRING(-109.5583982 37.285596,-109.5698132 37.2823862)",0722
62,v,177,54,,83737769.0,6,9,"LINESTRING(-109.5599343 37.2857083,-109.571271 37.2813213)",0747
63,v,152,79,,1030019391.0,6,9,"LINESTRING(-109.5574927 37.28401,-109.5779966 37.2831107)",0759
64,v,214,70,,83771326.0,6,9,"LINESTRING(-109.5591086 37.2851679,-109.5711227 37.28038)",0749
65,v,152,19,,83629532.0,6,9,"LINESTRING(-109.5574927 37.28401,-109.5698132 37.2823862)",0709
66,v,214,15,,83629497.0,6,9,"LINESTRING(-109.5591086 37.2851679,-109.5713788 37.2830515)",0724
67,v,249,20,,83629534.0,6,9,"LINESTRING(-109.5598269 37.2868968,-109.571338 37.282287)",0720
68,v,218,19,,83629532.0,6,9,"LINESTRING(-109.5657039 37.2839058,-109.5698132 37.2823862)",0747
69,v,75,189,1029987721.0,,6,9,"LINESTRING(-109.5584587 37.2862383,-109.577207 37.278781)",0712
70,v,164,70,,83771326.0,6,9,"LINESTRING(-109.5583507 37.2871624,-109.5711227 37.28038)",0750
71,v,175,71,,83771332.0,6,9,"LINESTRING(-109.5598115 37.2846327,-109.5722736 37.2803191)",0713
72,v,23,235,83651071.0,,6,9,"LINESTRING(-109.5591938 37.2857107,-109.5723038 37.2805366)",0756
73,v,88,19,1331799412.0,83629532.0,6,9,"LINESTRING(-109.5570964 37.289252,-109.5698132 37.2823862)",0708
74,v,252,55,,83737775.0,6,9,"LINESTRING(-109.5591611 37.284811,-109.5697171 37.2814331)",0743
75,v,81,15,1030045659.0,83629497.0,6,9,"LINESTRING(-109.5652556 37.2883349,-109.5713788 37.2830515)",0748
