poi_type_id,building,unit_of_measure,trip_purpose,production_rate1,attraction_rate1,production_notes,attraction_notes
0,,"1,000 Sq. Ft. GFA",1,0.1,0.1,1,1
1,garages,"1,000 Sq. Ft. GFA",1,0.1,0.1,1,1
2,school,"1,000 Sq. Ft. GFA",1,1.37,0.1,1,1
3,yes,"1,000 Sq. Ft. GFA",1,1.0,1.0,1,1
4,hotel,"1,000 Sq. Ft. GFA",1,0.1,0.6,1,1
5,roof,"1,000 Sq. Ft. GFA",1,0.1,0.1,1,1
6,house,"1,000 Sq. Ft. GFA",1,0.1,0.44,1,1
7,church,"1,000 Sq. Ft. GFA",1,0.49,0.1,1,1
