activity_zone_id,grid_zone_id,name,centroid_x,centroid_y,geometry,centroid,total_poi_count,residential_poi_count,office_poi_count,shopping_poi_count,school_poi_count,parking_poi_count,boundary_node_count,zone_type
85,70.0,E5,-111.93895964999999,33.426994699999995,"POLYGON ((-111.93950680000002 33.42678000000001,-111.93950680000002 33.427580000000006,-111.93813680000002 33.427580000000006,-111.93813680000002 33.42678000000001,-111.93950680000002 33.42678000000001))",POINT (-111.93895964999999 33.426994699999995),1,0,0,0,0,1,0,demand_zone
87,71.0,E7,-111.9356533,33.4274366,"POLYGON ((-111.93676680000003 33.42678000000001,-111.93676680000003 33.427580000000006,-111.93539680000004 33.427580000000006,-111.93539680000004 33.42678000000001,-111.93676680000003 33.42678000000001))",POINT (-111.9356533 33.4274366),1,0,1,0,0,0,0,demand_zone
88,72.0,E8,-111.9353213,33.4273596,"POLYGON ((-111.93539680000004 33.42678000000001,-111.93539680000004 33.427580000000006,-111.93402680000004 33.427580000000006,-111.93402680000004 33.42678000000001,-111.93539680000004 33.42678000000001))",POINT (-111.9353213 33.4273596),1,0,1,0,0,0,0,demand_zone
92,73.0,E12,-111.9292735,33.42749635,"POLYGON ((-111.92991680000006 33.42678000000001,-111.92991680000006 33.427580000000006,-111.92854680000006 33.427580000000006,-111.92854680000006 33.42678000000001,-111.92991680000006 33.42678000000001))",POINT (-111.9292735 33.42749635),2,0,0,0,0,0,0,demand_zone
97,77.0,E17,-111.9227979,33.4268422,"POLYGON ((-111.92306680000009 33.42678000000001,-111.92306680000009 33.427580000000006,-111.92169680000009 33.427580000000006,-111.92169680000009 33.42678000000001,-111.92306680000009 33.42678000000001))",POINT (-111.9227979 33.4268422),1,0,0,0,0,0,0,demand_zone
101,81.0,F1,-111.94432976666667,33.4262859,"POLYGON ((-111.9449868 33.42598000000001,-111.9449868 33.42678000000001,-111.9436168 33.42678000000001,-111.9436168 33.42598000000001,-111.9449868 33.42598000000001))",POINT (-111.94432976666667 33.4262859),1,0,0,0,0,0,0,demand_zone
102,82.0,F2,-111.942665,33.4264914,"POLYGON ((-111.9436168 33.42598000000001,-111.9436168 33.42678000000001,-111.9422468 33.42678000000001,-111.9422468 33.42598000000001,-111.9436168 33.42598000000001))",POINT (-111.942665 33.4264914),1,0,0,0,0,1,0,demand_zone
103,83.0,F3,-111.94128632500001,33.426314125000005,"POLYGON ((-111.9422468 33.42598000000001,-111.9422468 33.42678000000001,-111.94087680000001 33.42678000000001,-111.94087680000001 33.42598000000001,-111.9422468 33.42598000000001))",POINT (-111.94128632500001 33.426314125000005),1,0,0,0,0,0,0,demand_zone
104,84.0,F4,-111.94017985999999,33.42630988,"POLYGON ((-111.94087680000001 33.42598000000001,-111.94087680000001 33.42678000000001,-111.93950680000002 33.42678000000001,-111.93950680000002 33.42598000000001,-111.94087680000001 33.42598000000001))",POINT (-111.94017985999999 33.42630988),2,0,0,0,0,0,0,demand_zone
106,85.0,F6,-111.93718845000001,33.42623495,"POLYGON ((-111.93813680000002 33.42598000000001,-111.93813680000002 33.42678000000001,-111.93676680000003 33.42678000000001,-111.93676680000003 33.42598000000001,-111.93813680000002 33.42598000000001))",POINT (-111.93718845000001 33.42623495),1,0,0,0,0,0,0,demand_zone
113,87.0,F13,-111.9280108,33.4260327,"POLYGON ((-111.92854680000006 33.42598000000001,-111.92854680000006 33.42678000000001,-111.92717680000007 33.42678000000001,-111.92717680000007 33.42598000000001,-111.92854680000006 33.42598000000001))",POINT (-111.9280108 33.4260327),1,0,0,0,0,0,0,demand_zone
116,88.0,F16,-111.92370473333334,33.42635523333333,"POLYGON ((-111.92443680000008 33.42598000000001,-111.92443680000008 33.42678000000001,-111.92306680000009 33.42678000000001,-111.92306680000009 33.42598000000001,-111.92443680000008 33.42598000000001))",POINT (-111.92370473333334 33.42635523333333),3,0,0,0,0,1,0,demand_zone
117,90.0,F17,-111.9228694,33.4266314,"POLYGON ((-111.92306680000009 33.42598000000001,-111.92306680000009 33.42678000000001,-111.92169680000009 33.42678000000001,-111.92169680000009 33.42598000000001,-111.92306680000009 33.42598000000001))",POINT (-111.9228694 33.4266314),1,0,0,0,0,1,0,demand_zone
122,92.0,G2,-111.94287022,33.425577440000005,"POLYGON ((-111.9436168 33.42518000000001,-111.9436168 33.42598000000001,-111.9422468 33.42598000000001,-111.9422468 33.42518000000001,-111.9436168 33.42518000000001))",POINT (-111.94287022 33.425577440000005),1,0,0,0,0,0,0,demand_zone
123,97.0,G3,-111.94111365,33.425653749999995,"POLYGON ((-111.9422468 33.42518000000001,-111.9422468 33.42598000000001,-111.94087680000001 33.42598000000001,-111.94087680000001 33.42518000000001,-111.9422468 33.42518000000001))",POINT (-111.94111365 33.425653749999995),1,0,0,0,0,0,0,demand_zone
124,101.0,G4,-111.94005757999999,33.42543444,"POLYGON ((-111.94087680000001 33.42518000000001,-111.94087680000001 33.42598000000001,-111.93950680000002 33.42598000000001,-111.93950680000002 33.42518000000001,-111.94087680000001 33.42518000000001))",POINT (-111.94005757999999 33.42543444),3,0,0,1,0,0,0,demand_zone
125,102.0,G5,-111.93883575999999,33.425474599999994,"POLYGON ((-111.93950680000002 33.42518000000001,-111.93950680000002 33.42598000000001,-111.93813680000002 33.42598000000001,-111.93813680000002 33.42518000000001,-111.93950680000002 33.42518000000001))",POINT (-111.93883575999999 33.425474599999994),1,0,0,0,0,1,0,demand_zone
127,103.0,G7,-111.93610699375,33.42573329375,"POLYGON ((-111.93676680000003 33.42518000000001,-111.93676680000003 33.42598000000001,-111.93539680000004 33.42598000000001,-111.93539680000004 33.42518000000001,-111.93676680000003 33.42518000000001))",POINT (-111.93610699375 33.42573329375),14,0,0,0,0,0,0,demand_zone
131,104.0,G11,-111.9301671,33.4254462,"POLYGON ((-111.93128680000005 33.42518000000001,-111.93128680000005 33.42598000000001,-111.92991680000006 33.42598000000001,-111.92991680000006 33.42518000000001,-111.93128680000005 33.42518000000001))",POINT (-111.9301671 33.4254462),1,0,0,0,0,0,0,demand_zone
132,105.0,G12,-111.92932696666666,33.4253586,"POLYGON ((-111.92991680000006 33.42518000000001,-111.92991680000006 33.42598000000001,-111.92854680000006 33.42598000000001,-111.92854680000006 33.42518000000001,-111.92991680000006 33.42518000000001))",POINT (-111.92932696666666 33.4253586),3,0,0,0,0,1,0,demand_zone
133,106.0,G13,-111.927613,33.4252375,"POLYGON ((-111.92854680000006 33.42518000000001,-111.92854680000006 33.42598000000001,-111.92717680000007 33.42598000000001,-111.92717680000007 33.42518000000001,-111.92854680000006 33.42518000000001))",POINT (-111.927613 33.4252375),1,0,0,0,0,0,0,demand_zone
134,110.0,G14,-111.9259114,33.4256487,"POLYGON ((-111.92717680000007 33.42518000000001,-111.92717680000007 33.42598000000001,-111.92580680000007 33.42598000000001,-111.92580680000007 33.42518000000001,-111.92717680000007 33.42518000000001))",POINT (-111.9259114 33.4256487),1,0,0,0,0,1,0,demand_zone
136,113.0,G16,-111.92379844999999,33.42545165,"POLYGON ((-111.92443680000008 33.42518000000001,-111.92443680000008 33.42598000000001,-111.92306680000009 33.42598000000001,-111.92306680000009 33.42518000000001,-111.92443680000008 33.42518000000001))",POINT (-111.92379844999999 33.42545165),2,0,0,0,0,0,0,demand_zone
142,116.0,H2,-111.9428647,33.4249455,"POLYGON ((-111.9436168 33.42438000000001,-111.9436168 33.42518000000001,-111.9422468 33.42518000000001,-111.9422468 33.42438000000001,-111.9436168 33.42438000000001))",POINT (-111.9428647 33.4249455),1,0,0,0,0,0,0,demand_zone
143,117.0,H3,-111.94125266666667,33.4248724,"POLYGON ((-111.9422468 33.42438000000001,-111.9422468 33.42518000000001,-111.94087680000001 33.42518000000001,-111.94087680000001 33.42438000000001,-111.9422468 33.42438000000001))",POINT (-111.94125266666667 33.4248724),2,0,0,0,0,0,0,demand_zone
144,121.0,H4,-111.93994623333333,33.42482293333333,"POLYGON ((-111.94087680000001 33.42438000000001,-111.94087680000001 33.42518000000001,-111.93950680000002 33.42518000000001,-111.93950680000002 33.42438000000001,-111.94087680000001 33.42438000000001))",POINT (-111.93994623333333 33.42482293333333),2,0,0,0,0,0,0,demand_zone
145,122.0,H5,-111.9384454,33.4249338,"POLYGON ((-111.93950680000002 33.42438000000001,-111.93950680000002 33.42518000000001,-111.93813680000002 33.42518000000001,-111.93813680000002 33.42438000000001,-111.93950680000002 33.42438000000001))",POINT (-111.9384454 33.4249338),1,0,0,0,0,0,0,demand_zone
146,123.0,H6,-111.9371875,33.424871550000006,"POLYGON ((-111.93813680000002 33.42438000000001,-111.93813680000002 33.42518000000001,-111.93676680000003 33.42518000000001,-111.93676680000003 33.42438000000001,-111.93813680000002 33.42438000000001))",POINT (-111.9371875 33.424871550000006),2,0,0,0,0,0,0,demand_zone
147,124.0,H7,-111.9363476,33.424797125,"POLYGON ((-111.93676680000003 33.42438000000001,-111.93676680000003 33.42518000000001,-111.93539680000004 33.42518000000001,-111.93539680000004 33.42438000000001,-111.93676680000003 33.42438000000001))",POINT (-111.9363476 33.424797125),2,0,0,0,0,1,0,demand_zone
148,125.0,H8,-111.93530014999999,33.42494805,"POLYGON ((-111.93539680000004 33.42438000000001,-111.93539680000004 33.42518000000001,-111.93402680000004 33.42518000000001,-111.93402680000004 33.42438000000001,-111.93539680000004 33.42438000000001))",POINT (-111.93530014999999 33.42494805),2,0,0,0,0,0,0,demand_zone
150,127.0,H10,-111.9324938,33.4248362,"POLYGON ((-111.93265680000005 33.42438000000001,-111.93265680000005 33.42518000000001,-111.93128680000005 33.42518000000001,-111.93128680000005 33.42438000000001,-111.93265680000005 33.42438000000001))",POINT (-111.9324938 33.4248362),1,0,0,0,0,1,0,demand_zone
151,131.0,H11,-111.9310035,33.4245108,"POLYGON ((-111.93128680000005 33.42438000000001,-111.93128680000005 33.42518000000001,-111.92991680000006 33.42518000000001,-111.92991680000006 33.42438000000001,-111.93128680000005 33.42438000000001))",POINT (-111.9310035 33.4245108),1,0,0,0,0,0,0,demand_zone
152,132.0,H12,-111.929700775,33.424783825000006,"POLYGON ((-111.92991680000006 33.42438000000001,-111.92991680000006 33.42518000000001,-111.92854680000006 33.42518000000001,-111.92854680000006 33.42438000000001,-111.92991680000006 33.42438000000001))",POINT (-111.929700775 33.424783825000006),4,0,0,0,0,0,0,demand_zone
153,133.0,H13,-111.927867725,33.42471055,"POLYGON ((-111.92854680000006 33.42438000000001,-111.92854680000006 33.42518000000001,-111.92717680000007 33.42518000000001,-111.92717680000007 33.42438000000001,-111.92854680000006 33.42438000000001))",POINT (-111.927867725 33.42471055),2,0,0,0,0,1,0,demand_zone
155,134.0,H15,-111.925024,33.4249976,"POLYGON ((-111.92580680000007 33.42438000000001,-111.92580680000007 33.42518000000001,-111.92443680000008 33.42518000000001,-111.92443680000008 33.42438000000001,-111.92580680000007 33.42438000000001))",POINT (-111.925024 33.4249976),1,0,0,0,0,0,0,demand_zone
156,136.0,H16,-111.9234468,33.4248025,"POLYGON ((-111.92443680000008 33.42438000000001,-111.92443680000008 33.42518000000001,-111.92306680000009 33.42518000000001,-111.92306680000009 33.42438000000001,-111.92443680000008 33.42438000000001))",POINT (-111.9234468 33.4248025),1,0,0,0,0,0,0,demand_zone
157,141.0,H17,-111.9224203,33.4245643,"POLYGON ((-111.92306680000009 33.42438000000001,-111.92306680000009 33.42518000000001,-111.92169680000009 33.42518000000001,-111.92169680000009 33.42438000000001,-111.92306680000009 33.42438000000001))",POINT (-111.9224203 33.4245643),1,0,0,0,0,0,0,demand_zone
162,142.0,I2,-111.9425567,33.423958600000006,"POLYGON ((-111.9436168 33.423580000000015,-111.9436168 33.42438000000001,-111.9422468 33.42438000000001,-111.9422468 33.423580000000015,-111.9436168 33.423580000000015))",POINT (-111.9425567 33.423958600000006),1,0,0,0,0,0,0,demand_zone
163,143.0,I3,-111.94144356666668,33.423878,"POLYGON ((-111.9422468 33.423580000000015,-111.9422468 33.42438000000001,-111.94087680000001 33.42438000000001,-111.94087680000001 33.423580000000015,-111.9422468 33.423580000000015))",POINT (-111.94144356666668 33.423878),3,1,0,0,0,0,0,demand_zone
164,144.0,I4,-111.94014544285713,33.42420008571429,"POLYGON ((-111.94087680000001 33.423580000000015,-111.94087680000001 33.42438000000001,-111.93950680000002 33.42438000000001,-111.93950680000002 33.423580000000015,-111.94087680000001 33.423580000000015))",POINT (-111.94014544285713 33.42420008571429),3,0,0,0,0,0,0,demand_zone
165,145.0,I5,-111.93894449999999,33.42418295,"POLYGON ((-111.93950680000002 33.423580000000015,-111.93950680000002 33.42438000000001,-111.93813680000002 33.42438000000001,-111.93813680000002 33.423580000000015,-111.93950680000002 33.423580000000015))",POINT (-111.93894449999999 33.42418295),1,0,0,0,0,0,0,demand_zone
166,146.0,I6,-111.93751531666668,33.42411618333333,"POLYGON ((-111.93813680000002 33.423580000000015,-111.93813680000002 33.42438000000001,-111.93676680000003 33.42438000000001,-111.93676680000003 33.423580000000015,-111.93813680000002 33.423580000000015))",POINT (-111.93751531666668 33.42411618333333),3,0,0,0,0,0,0,demand_zone
167,147.0,I7,-111.93632244444444,33.42424764444444,"POLYGON ((-111.93676680000003 33.423580000000015,-111.93676680000003 33.42438000000001,-111.93539680000004 33.42438000000001,-111.93539680000004 33.423580000000015,-111.93676680000003 33.423580000000015))",POINT (-111.93632244444444 33.42424764444444),1,0,0,0,0,1,0,demand_zone
168,148.0,I8,-111.93492988,33.42406274,"POLYGON ((-111.93539680000004 33.423580000000015,-111.93539680000004 33.42438000000001,-111.93402680000004 33.42438000000001,-111.93402680000004 33.423580000000015,-111.93539680000004 33.423580000000015))",POINT (-111.93492988 33.42406274),3,0,0,1,0,0,0,demand_zone
169,150.0,I9,-111.9331086,33.4240275,"POLYGON ((-111.93402680000004 33.423580000000015,-111.93402680000004 33.42438000000001,-111.93265680000005 33.42438000000001,-111.93265680000005 33.423580000000015,-111.93402680000004 33.423580000000015))",POINT (-111.9331086 33.4240275),1,0,0,0,0,1,0,demand_zone
172,151.0,I12,-111.92939333333334,33.4241356,"POLYGON ((-111.92991680000006 33.423580000000015,-111.92991680000006 33.42438000000001,-111.92854680000006 33.42438000000001,-111.92854680000006 33.423580000000015,-111.92991680000006 33.423580000000015))",POINT (-111.92939333333334 33.4241356),1,0,0,0,0,0,0,demand_zone
174,152.0,I14,-111.9258498,33.4235805,"POLYGON ((-111.92717680000007 33.423580000000015,-111.92717680000007 33.42438000000001,-111.92580680000007 33.42438000000001,-111.92580680000007 33.423580000000015,-111.92717680000007 33.423580000000015))",POINT (-111.9258498 33.4235805),1,0,0,0,0,0,0,demand_zone
175,153.0,I15,-111.9244646,33.4239792,"POLYGON ((-111.92580680000007 33.423580000000015,-111.92580680000007 33.42438000000001,-111.92443680000008 33.42438000000001,-111.92443680000008 33.423580000000015,-111.92580680000007 33.423580000000015))",POINT (-111.9244646 33.4239792),1,0,0,0,0,1,0,demand_zone
176,154.0,I16,-111.9237807,33.424292,"POLYGON ((-111.92443680000008 33.423580000000015,-111.92443680000008 33.42438000000001,-111.92306680000009 33.42438000000001,-111.92306680000009 33.423580000000015,-111.92443680000008 33.423580000000015))",POINT (-111.9237807 33.424292),1,0,0,0,0,0,0,demand_zone
177,155.0,I17,-111.9228788,33.423974650000005,"POLYGON ((-111.92306680000009 33.423580000000015,-111.92306680000009 33.42438000000001,-111.92169680000009 33.42438000000001,-111.92169680000009 33.423580000000015,-111.92306680000009 33.423580000000015))",POINT (-111.9228788 33.423974650000005),1,0,0,0,0,1,0,demand_zone
178,156.0,I18,-111.9212418,33.4237276,"POLYGON ((-111.92169680000009 33.423580000000015,-111.92169680000009 33.42438000000001,-111.9203268000001 33.42438000000001,-111.9203268000001 33.423580000000015,-111.92169680000009 33.423580000000015))",POINT (-111.9212418 33.4237276),1,0,0,0,0,0,0,demand_zone
182,157.0,J2,-111.9431241,33.4232121,"POLYGON ((-111.9436168 33.42278000000002,-111.9436168 33.423580000000015,-111.9422468 33.423580000000015,-111.9422468 33.42278000000002,-111.9436168 33.42278000000002))",POINT (-111.9431241 33.4232121),1,0,0,0,0,1,0,demand_zone
183,161.0,J3,-111.9416959,33.42300415,"POLYGON ((-111.9422468 33.42278000000002,-111.9422468 33.423580000000015,-111.94087680000001 33.423580000000015,-111.94087680000001 33.42278000000002,-111.9422468 33.42278000000002))",POINT (-111.9416959 33.42300415),2,0,0,0,0,1,0,demand_zone
184,162.0,J4,-111.94009067500001,33.4232534,"POLYGON ((-111.94087680000001 33.42278000000002,-111.94087680000001 33.423580000000015,-111.93950680000002 33.423580000000015,-111.93950680000002 33.42278000000002,-111.94087680000001 33.42278000000002))",POINT (-111.94009067500001 33.4232534),1,0,0,0,0,0,0,demand_zone
185,163.0,J5,-111.93871482499998,33.42322065,"POLYGON ((-111.93950680000002 33.42278000000002,-111.93950680000002 33.423580000000015,-111.93813680000002 33.423580000000015,-111.93813680000002 33.42278000000002,-111.93950680000002 33.42278000000002))",POINT (-111.93871482499998 33.42322065),7,0,0,1,0,0,0,demand_zone
186,164.0,J6,-111.93737134,33.42332422,"POLYGON ((-111.93813680000002 33.42278000000002,-111.93813680000002 33.423580000000015,-111.93676680000003 33.423580000000015,-111.93676680000003 33.42278000000002,-111.93813680000002 33.42278000000002))",POINT (-111.93737134 33.42332422),2,0,0,0,0,0,0,demand_zone
187,165.0,J7,-111.93635677499998,33.423284725,"POLYGON ((-111.93676680000003 33.42278000000002,-111.93676680000003 33.423580000000015,-111.93539680000004 33.423580000000015,-111.93539680000004 33.42278000000002,-111.93676680000003 33.42278000000002))",POINT (-111.93635677499998 33.423284725),2,0,0,0,0,0,0,demand_zone
188,166.0,J8,-111.93486525,33.422991249999995,"POLYGON ((-111.93539680000004 33.42278000000002,-111.93539680000004 33.423580000000015,-111.93402680000004 33.423580000000015,-111.93402680000004 33.42278000000002,-111.93539680000004 33.42278000000002))",POINT (-111.93486525 33.422991249999995),3,0,0,1,0,1,0,demand_zone
191,167.0,J11,-111.9304472,33.423137125000004,"POLYGON ((-111.93128680000005 33.42278000000002,-111.93128680000005 33.423580000000015,-111.92991680000006 33.423580000000015,-111.92991680000006 33.42278000000002,-111.93128680000005 33.42278000000002))",POINT (-111.9304472 33.423137125000004),1,0,0,0,0,0,0,demand_zone
194,168.0,J14,-111.9258421,33.4231622,"POLYGON ((-111.92717680000007 33.42278000000002,-111.92717680000007 33.423580000000015,-111.92580680000007 33.423580000000015,-111.92580680000007 33.42278000000002,-111.92717680000007 33.42278000000002))",POINT (-111.9258421 33.4231622),1,0,0,0,0,0,0,demand_zone
195,169.0,J15,-111.9250793,33.4231379,"POLYGON ((-111.92580680000007 33.42278000000002,-111.92580680000007 33.423580000000015,-111.92443680000008 33.423580000000015,-111.92443680000008 33.42278000000002,-111.92580680000007 33.42278000000002))",POINT (-111.9250793 33.4231379),1,0,0,0,0,1,0,demand_zone
196,172.0,J16,-111.92389595,33.4234146,"POLYGON ((-111.92443680000008 33.42278000000002,-111.92443680000008 33.423580000000015,-111.92306680000009 33.423580000000015,-111.92306680000009 33.42278000000002,-111.92443680000008 33.42278000000002))",POINT (-111.92389595 33.4234146),2,0,0,0,0,1,0,demand_zone
197,174.0,J17,-111.92252970000001,33.4230159,"POLYGON ((-111.92306680000009 33.42278000000002,-111.92306680000009 33.423580000000015,-111.92169680000009 33.423580000000015,-111.92169680000009 33.42278000000002,-111.92306680000009 33.42278000000002))",POINT (-111.92252970000001 33.4230159),1,0,0,0,0,0,0,demand_zone
198,175.0,J18,-111.92114158333334,33.423157466666666,"POLYGON ((-111.92169680000009 33.42278000000002,-111.92169680000009 33.423580000000015,-111.9203268000001 33.423580000000015,-111.9203268000001 33.42278000000002,-111.92169680000009 33.42278000000002))",POINT (-111.92114158333334 33.423157466666666),6,0,0,0,0,0,0,demand_zone
199,176.0,J19,-111.92013630000001,33.422848200000004,"POLYGON ((-111.9203268000001 33.42278000000002,-111.9203268000001 33.423580000000015,-111.9189568000001 33.423580000000015,-111.9189568000001 33.42278000000002,-111.9203268000001 33.42278000000002))",POINT (-111.92013630000001 33.422848200000004),3,0,0,0,0,0,0,demand_zone
203,177.0,K3,-111.94131684999999,33.4223688,"POLYGON ((-111.9422468 33.42198000000002,-111.9422468 33.42278000000002,-111.94087680000001 33.42278000000002,-111.94087680000001 33.42198000000002,-111.9422468 33.42198000000002))",POINT (-111.94131684999999 33.4223688),2,0,1,0,0,0,0,demand_zone
204,178.0,K4,-111.93988144,33.42252979999999,"POLYGON ((-111.94087680000001 33.42198000000002,-111.94087680000001 33.42278000000002,-111.93950680000002 33.42278000000002,-111.93950680000002 33.42198000000002,-111.94087680000001 33.42198000000002))",POINT (-111.93988144 33.42252979999999),3,0,0,1,0,0,0,demand_zone
205,181.0,K5,-111.93849384,33.422262239999995,"POLYGON ((-111.93950680000002 33.42198000000002,-111.93950680000002 33.42278000000002,-111.93813680000002 33.42278000000002,-111.93813680000002 33.42198000000002,-111.93950680000002 33.42198000000002))",POINT (-111.93849384 33.422262239999995),2,0,0,0,0,0,0,demand_zone
207,182.0,K7,-111.93633603999999,33.42234567,"POLYGON ((-111.93676680000003 33.42198000000002,-111.93676680000003 33.42278000000002,-111.93539680000004 33.42278000000002,-111.93539680000004 33.42198000000002,-111.93676680000003 33.42198000000002))",POINT (-111.93633603999999 33.42234567),5,0,0,0,0,0,0,demand_zone
208,183.0,K8,-111.9344444,33.4222825,"POLYGON ((-111.93539680000004 33.42198000000002,-111.93539680000004 33.42278000000002,-111.93402680000004 33.42278000000002,-111.93402680000004 33.42198000000002,-111.93539680000004 33.42198000000002))",POINT (-111.9344444 33.4222825),1,0,0,0,0,0,0,demand_zone
209,184.0,K9,-111.93331023333333,33.4225383,"POLYGON ((-111.93402680000004 33.42198000000002,-111.93402680000004 33.42278000000002,-111.93265680000005 33.42278000000002,-111.93265680000005 33.42198000000002,-111.93402680000004 33.42198000000002))",POINT (-111.93331023333333 33.4225383),2,0,0,0,0,2,0,demand_zone
210,185.0,K10,-111.93194646666666,33.42244006666667,"POLYGON ((-111.93265680000005 33.42198000000002,-111.93265680000005 33.42278000000002,-111.93128680000005 33.42278000000002,-111.93128680000005 33.42198000000002,-111.93265680000005 33.42198000000002))",POINT (-111.93194646666666 33.42244006666667),2,0,0,0,0,1,0,demand_zone
