name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway
South Farmer Avenue,0,5590090,2471,2124,1,33.003536182621914,1,29,,residential,6,"LINESTRING (-111.9442627 33.4302, -111.9442601 33.4299032)",bike;walk;auto,1
South Farmer Avenue,1,5590090,2124,2471,1,33.003536182621914,1,29,,residential,6,"LINESTRING (-111.9442601 33.4299032, -111.9442627 33.4302)",bike;walk;auto,1
South Farmer Avenue,2,5590090,2124,2120,1,41.732579581305956,1,29,,residential,6,"LINESTRING (-111.9442601 33.4299032, -111.9442568 33.4295279)",bike;walk;auto,1
South Farmer Avenue,3,5590090,2120,2124,1,41.732579581305956,1,29,,residential,6,"LINESTRING (-111.9442568 33.4295279, -111.9442601 33.4299032)",bike;walk;auto,1
South Farmer Avenue,4,5590090,2120,1,1,1.3788483180202584,1,29,,residential,6,"LINESTRING (-111.9442568 33.4295279, -111.9442567 33.4295155)",bike;walk;auto,1
South Farmer Avenue,5,5590090,1,2120,1,1.3788483180202584,1,29,,residential,6,"LINESTRING (-111.9442567 33.4295155, -111.9442568 33.4295279)",bike;walk;auto,1
East 6th Street,6,5591077,14,120,1,6.488351988946678,1,29,,residential,6,"LINESTRING (-111.9304264 33.4231268, -111.930412 33.4231839)",bike;walk;auto,1
East 6th Street,7,5591077,120,14,1,6.488351988946678,1,29,,residential,6,"LINESTRING (-111.930412 33.4231839, -111.9304264 33.4231268)",bike;walk;auto,1
East 6th Street,8,5591077,120,192,1,4.9859055803012176,1,29,,residential,6,"LINESTRING (-111.930412 33.4231839, -111.9304005 33.4232277)",bike;walk;auto,1
East 6th Street,9,5591077,192,120,1,4.9859055803012176,1,29,,residential,6,"LINESTRING (-111.9304005 33.4232277, -111.930412 33.4231839)",bike;walk;auto,1
East 6th Street,10,5591077,192,2181,1,7.569980636190462,1,29,,residential,6,"LINESTRING (-111.9304005 33.4232277, -111.9303882 33.423295)",bike;walk;auto,1
East 6th Street,11,5591077,2181,192,1,7.569980636190462,1,29,,residential,6,"LINESTRING (-111.9303882 33.423295, -111.9304005 33.4232277)",bike;walk;auto,1
East 6th Street,12,5591077,2181,15,1,184.2463406734256,1,29,,residential,6,"LINESTRING (-111.9303882 33.423295, -111.9303108 33.4236887, -111.9302973 33.4237531, -111.9302813 33.4238045, -111.930243 33.4238667, -111.9302129 33.4238974, -111.9301639 33.4239305, -111.9301123 33.4239534, -111.929686 33.4241011, -111.929663 33.424109, -111.9292198 33.4242567, -111.9290798 33.4242989)",bike;walk;auto,1
East 6th Street,13,5591077,15,2181,1,184.2463406734256,1,29,,residential,6,"LINESTRING (-111.9290798 33.4242989, -111.9292198 33.4242567, -111.929663 33.424109, -111.929686 33.4241011, -111.9301123 33.4239534, -111.9301639 33.4239305, -111.9302129 33.4238974, -111.930243 33.4238667, -111.9302813 33.4238045, -111.9302973 33.4237531, -111.9303108 33.4236887, -111.9303882 33.423295)",bike;walk;auto,1
West 6th Street,14,5591085,502,2288,1,51.80434670757692,1,25,,residential,6,"LINESTRING (-111.9412665 33.4243385, -111.9407083 33.4243409)",bike;walk;auto,1
West 6th Street,15,5591085,2288,502,1,51.80434670757692,1,25,,residential,6,"LINESTRING (-111.9407083 33.4243409, -111.9412665 33.4243385)",bike;walk;auto,1
West 6th Street,16,5591085,2288,17,1,58.44003270071547,1,25,,residential,6,"LINESTRING (-111.9407083 33.4243409, -111.9400786 33.4243437)",bike;walk;auto,1
West 6th Street,17,5591085,17,2288,1,58.44003270071547,1,25,,residential,6,"LINESTRING (-111.9400786 33.4243437, -111.9407083 33.4243409)",bike;walk;auto,1
East 6th Street,18,5591100,367,2239,1,7.6579798258827,1,25,,residential,6,"LINESTRING (-111.9376334 33.4243567, -111.9375509 33.4243581)",bike;walk;auto,1
East 6th Street,19,5591100,2239,367,1,7.6579798258827,1,25,,residential,6,"LINESTRING (-111.9375509 33.4243581, -111.9376334 33.4243567)",bike;walk;auto,1
East 6th Street,20,5591100,2239,2235,1,17.89278234335368,1,25,,residential,6,"LINESTRING (-111.9375509 33.4243581, -111.9373581 33.4243583)",bike;walk;auto,1
East 6th Street,21,5591100,2235,2239,1,17.89278234335368,1,25,,residential,6,"LINESTRING (-111.9373581 33.4243583, -111.9375509 33.4243581)",bike;walk;auto,1
East 6th Street,22,5591100,2235,1860,1,55.76646795853259,1,25,,residential,6,"LINESTRING (-111.9373581 33.4243583, -111.9367572 33.424359)",bike;walk;auto,1
East 6th Street,23,5591100,1860,2235,1,55.76646795853259,1,25,,residential,6,"LINESTRING (-111.9367572 33.424359, -111.9373581 33.4243583)",bike;walk;auto,1
East 6th Street,24,5591100,1860,19,1,8.463806439416324,1,25,,residential,6,"LINESTRING (-111.9367572 33.424359, -111.936666 33.4243591)",bike;walk;auto,1
East 6th Street,25,5591100,19,1860,1,8.463806439416324,1,25,,residential,6,"LINESTRING (-111.936666 33.4243591, -111.9367572 33.424359)",bike;walk;auto,1
East 6th Street,26,5591100,19,1859,1,9.79113526020243,1,25,,residential,6,"LINESTRING (-111.936666 33.4243591, -111.9365605 33.4243597)",bike;walk;auto,1
East 6th Street,27,5591100,1859,19,1,9.79113526020243,1,25,,residential,6,"LINESTRING (-111.9365605 33.4243597, -111.936666 33.4243591)",bike;walk;auto,1
East 6th Street,28,5591100,1859,1232,1,30.32014810520578,1,25,,residential,6,"LINESTRING (-111.9365605 33.4243597, -111.9362338 33.4243617)",bike;walk;auto,1
East 6th Street,29,5591100,1232,1859,1,30.32014810520578,1,25,,residential,6,"LINESTRING (-111.9362338 33.4243617, -111.9365605 33.4243597)",bike;walk;auto,1
East 6th Street,30,5591100,1232,2317,1,35.05323075738288,1,25,,residential,6,"LINESTRING (-111.9362338 33.4243617, -111.9358561 33.4243639)",bike;walk;auto,1
East 6th Street,31,5591100,2317,1232,1,35.05323075738288,1,25,,residential,6,"LINESTRING (-111.9358561 33.4243639, -111.9362338 33.4243617)",bike;walk;auto,1
East 6th Street,32,5591100,2317,1238,1,32.324758324732635,1,25,,residential,6,"LINESTRING (-111.9358561 33.4243639, -111.9355078 33.424366)",bike;walk;auto,1
East 6th Street,33,5591100,1238,2317,1,32.324758324732635,1,25,,residential,6,"LINESTRING (-111.9355078 33.424366, -111.9358561 33.4243639)",bike;walk;auto,1
East 6th Street,34,5591100,1238,2323,1,10.83782252451541,1,25,,residential,6,"LINESTRING (-111.9355078 33.424366, -111.9353948 33.4243414)",bike;walk;auto,1
East 6th Street,35,5591100,2323,1238,1,10.83782252451541,1,25,,residential,6,"LINESTRING (-111.9353948 33.4243414, -111.9355078 33.424366)",bike;walk;auto,1
East 6th Street,36,5591100,2323,1450,1,27.761202271767132,1,25,,residential,6,"LINESTRING (-111.9353948 33.4243414, -111.9353091 33.4243324, -111.9350964 33.4243366)",bike;walk;auto,1
East 6th Street,37,5591100,1450,2323,1,27.761202271767132,1,25,,residential,6,"LINESTRING (-111.9350964 33.4243366, -111.9353091 33.4243324, -111.9353948 33.4243414)",bike;walk;auto,1
East 6th Street,38,5591100,1450,74,1,10.721265788520709,1,25,,residential,6,"LINESTRING (-111.9350964 33.4243366, -111.9349809 33.4243346)",bike;walk;auto,1
East 6th Street,39,5591100,74,1450,1,10.721265788520709,1,25,,residential,6,"LINESTRING (-111.9349809 33.4243346, -111.9350964 33.4243366)",bike;walk;auto,1
South Maple Avenue,40,5591429,20,2423,1,67.33722260145771,1,29,,residential,6,"LINESTRING (-111.9412608 33.4219305, -111.9412432 33.4213251)",bike;walk;auto,1
South Maple Avenue,41,5591429,2423,20,1,67.33722260145771,1,29,,residential,6,"LINESTRING (-111.9412432 33.4213251, -111.9412608 33.4219305)",bike;walk;auto,1
South Maple Avenue,42,5591429,2423,2429,1,4.138491423240422,1,29,,residential,6,"LINESTRING (-111.9412432 33.4213251, -111.9412418 33.4212879)",bike;walk;auto,1
South Maple Avenue,43,5591429,2429,2423,1,4.138491423240422,1,29,,residential,6,"LINESTRING (-111.9412418 33.4212879, -111.9412432 33.4213251)",bike;walk;auto,1
South Maple Avenue,44,5591429,2429,155,1,6.483966194099007,1,29,,residential,6,"LINESTRING (-111.9412418 33.4212879, -111.9412404 33.4212296)",bike;walk;auto,1
South Maple Avenue,45,5591429,155,2429,1,6.483966194099007,1,29,,residential,6,"LINESTRING (-111.9412404 33.4212296, -111.9412418 33.4212879)",bike;walk;auto,1
South Maple Avenue,46,5591429,155,2403,1,3.3139337212009785,1,29,,residential,6,"LINESTRING (-111.9412404 33.4212296, -111.9412399 33.4211998)",bike;walk;auto,1
South Maple Avenue,47,5591429,2403,155,1,3.3139337212009785,1,29,,residential,6,"LINESTRING (-111.9412399 33.4211998, -111.9412404 33.4212296)",bike;walk;auto,1
South Maple Avenue,48,5591429,2403,2402,1,75.34019393967388,1,29,,residential,6,"LINESTRING (-111.9412399 33.4211998, -111.9412309 33.4205714, -111.94123 33.4205223)",bike;walk;auto,1
South Maple Avenue,49,5591429,2402,2403,1,75.34019393967388,1,29,,residential,6,"LINESTRING (-111.94123 33.4205223, -111.9412309 33.4205714, -111.9412399 33.4211998)",bike;walk;auto,1
South Ash Avenue,50,5594960,2472,2358,1,87.63394414302141,1,29,,residential,6,"LINESTRING (-111.9424473 33.415, -111.9424521 33.4157344, -111.9424522 33.4157881)",bike;walk;auto,1
South Ash Avenue,51,5594960,2358,2472,1,87.63394414302141,1,29,,residential,6,"LINESTRING (-111.9424522 33.4157881, -111.9424521 33.4157344, -111.9424473 33.415)",bike;walk;auto,1
South Ash Avenue,52,5594960,2358,2356,1,21.127054410995168,1,29,,residential,6,"LINESTRING (-111.9424522 33.4157881, -111.9424525 33.4159781)",bike;walk;auto,1
South Ash Avenue,53,5594960,2356,2358,1,21.127054410995168,1,29,,residential,6,"LINESTRING (-111.9424525 33.4159781, -111.9424522 33.4157881)",bike;walk;auto,1
South Ash Avenue,54,5594960,2356,2434,1,20.582201983751574,1,29,,residential,6,"LINESTRING (-111.9424525 33.4159781, -111.9424526 33.4160145, -111.9424528 33.4161632)",bike;walk;auto,1
South Ash Avenue,55,5594960,2434,2356,1,20.582201983751574,1,29,,residential,6,"LINESTRING (-111.9424528 33.4161632, -111.9424526 33.4160145, -111.9424525 33.4159781)",bike;walk;auto,1
South Ash Avenue,56,5594960,2434,24,1,3.0245020041005377,1,29,,residential,6,"LINESTRING (-111.9424528 33.4161632, -111.9424528 33.4161904)",bike;walk;auto,1
South Ash Avenue,57,5594960,24,2434,1,3.0245020041005377,1,29,,residential,6,"LINESTRING (-111.9424528 33.4161904, -111.9424528 33.4161632)",bike;walk;auto,1
South Ash Avenue,58,5594960,24,2296,1,79.2602659388342,1,29,,residential,6,"LINESTRING (-111.9424528 33.4161904, -111.9424497 33.4169032)",bike;walk;auto,1
South Ash Avenue,59,5594960,2296,24,1,79.2602659388342,1,29,,residential,6,"LINESTRING (-111.9424497 33.4169032, -111.9424528 33.4161904)",bike;walk;auto,1
South Ash Avenue,60,5594960,2296,25,1,79.51627731866122,1,29,,residential,6,"LINESTRING (-111.9424497 33.4169032, -111.9424492 33.4170136, -111.9424525 33.4176183)",bike;walk;auto,1
South Ash Avenue,61,5594960,25,2296,1,79.51627731866122,1,29,,residential,6,"LINESTRING (-111.9424525 33.4176183, -111.9424492 33.4170136, -111.9424497 33.4169032)",bike;walk;auto,1
South Ash Avenue,62,5594960,25,2298,1,9.129108195169836,1,29,,residential,6,"LINESTRING (-111.9424525 33.4176183, -111.9424524 33.4177004)",bike;walk;auto,1
South Ash Avenue,63,5594960,2298,25,1,9.129108195169836,1,29,,residential,6,"LINESTRING (-111.9424524 33.4177004, -111.9424525 33.4176183)",bike;walk;auto,1
South Ash Avenue,64,5594960,2298,2360,1,78.11482292018364,1,29,,residential,6,"LINESTRING (-111.9424524 33.4177004, -111.9424519 33.4183184, -111.9424528 33.4184029)",bike;walk;auto,1
South Ash Avenue,65,5594960,2360,2298,1,78.11482292018364,1,29,,residential,6,"LINESTRING (-111.9424528 33.4184029, -111.9424519 33.4183184, -111.9424524 33.4177004)",bike;walk;auto,1
South Ash Avenue,66,5594960,2360,26,1,73.40134877449233,1,29,,residential,6,"LINESTRING (-111.9424528 33.4184029, -111.9424582 33.4189409, -111.9424489 33.4189802, -111.9424268 33.4190138, -111.9423945 33.4190482)",bike;walk;auto,1
South Ash Avenue,67,5594960,26,2360,1,73.40134877449233,1,29,,residential,6,"LINESTRING (-111.9423945 33.4190482, -111.9424268 33.4190138, -111.9424489 33.4189802, -111.9424582 33.4189409, -111.9424528 33.4184029)",bike;walk;auto,1
South Ash Avenue,68,5594960,26,525,1,63.18988063828014,1,29,,residential,6,"LINESTRING (-111.9423945 33.4190482, -111.9423684 33.4190899, -111.9423603 33.4191344, -111.9423658 33.4196106)",bike;walk;auto,1
South Ash Avenue,69,5594960,525,26,1,63.189880638280144,1,29,,residential,6,"LINESTRING (-111.9423658 33.4196106, -111.9423603 33.4191344, -111.9423684 33.4190899, -111.9423945 33.4190482)",bike;walk;auto,1
South Ash Avenue,70,5594960,525,2404,1,91.2608996317703,1,29,,residential,6,"LINESTRING (-111.9423658 33.4196106, -111.942368 33.4197262, -111.9423734 33.4204313)",bike;walk;auto,1
South Ash Avenue,71,5594960,2404,525,1,91.2608996317703,1,29,,residential,6,"LINESTRING (-111.9423734 33.4204313, -111.942368 33.4197262, -111.9423658 33.4196106)",bike;walk;auto,1
East Apache Boulevard,72,5602753,89,271,1,8.710508218625668,2,39,,primary,3,"LINESTRING (-111.9395884 33.4159654, -111.9395362 33.4159003)",bike;walk;auto,0
East Apache Boulevard,73,5602753,271,2473,1,143.80103803008333,2,39,,primary,3,"LINESTRING (-111.9395362 33.4159003, -111.9394011 33.4157327, -111.9392425 33.41555, -111.9389322 33.4153003, -111.9388168 33.4152112, -111.9386707 33.4151129, -111.9384473 33.415)",bike;walk;auto,0
West 4th Street,74,5603481,358,41,1,10.541562955630638,1,25,,residential,6,"LINESTRING (-111.9399641 33.4264662, -111.940024 33.4264642, -111.9400776 33.4264624)",bike;walk;auto,1
West 4th Street,75,5603481,41,358,1,10.541562955630638,1,25,,residential,6,"LINESTRING (-111.9400776 33.4264624, -111.940024 33.4264642, -111.9399641 33.4264662)",bike;walk;auto,1
West 4th Street,76,5603481,41,42,1,65.00036566986924,1,25,,residential,6,"LINESTRING (-111.9400776 33.4264624, -111.940778 33.4264585)",bike;walk;auto,1
West 4th Street,77,5603481,42,41,1,65.00036566986924,1,25,,residential,6,"LINESTRING (-111.940778 33.4264585, -111.9400776 33.4264624)",bike;walk;auto,1
South Mill Avenue,78,5607328,51,2199,1,74.11901147097298,3,30,,primary,3,"LINESTRING (-111.9400803 33.4219289, -111.9400874 33.4217822, -111.9400779 33.4214219, -111.9400726 33.4212626)",bike;walk;auto,0
South Mill Avenue,79,5607328,2199,2196,1,37.9544583935054,3,30,,primary,3,"LINESTRING (-111.9400726 33.4212626, -111.9400612 33.4209214)",bike;walk;auto,0
South Mill Avenue,80,5607328,2196,252,1,47.58654734421524,3,30,,primary,3,"LINESTRING (-111.9400612 33.4209214, -111.9400495 33.4205725, -111.9400474 33.4204936)",bike;walk;auto,0
West 10th Street,81,5608312,9,2474,1,69.97886896622745,1,29,,residential,6,"LINESTRING (-111.944246 33.4194019, -111.945 33.4194026)",bike;walk;auto,1
West 10th Street,82,5608312,2474,9,1,69.97886896622745,1,29,,residential,6,"LINESTRING (-111.945 33.4194026, -111.944246 33.4194019)",bike;walk;auto,1
West 10th Street,83,5608313,250,2233,1,40.22914100691347,1,29,,residential,6,"LINESTRING (-111.940028 33.4190552, -111.9401135 33.419054, -111.9403101 33.4190557, -111.9404614 33.4190531)",bike;walk;auto,1
West 10th Street,84,5608313,2233,250,1,40.22914100691348,1,29,,residential,6,"LINESTRING (-111.9404614 33.4190531, -111.9403101 33.4190557, -111.9401135 33.419054, -111.940028 33.4190552)",bike;walk;auto,1
West 10th Street,85,5608313,2233,2221,1,2.4693849163156205,1,29,,residential,6,"LINESTRING (-111.9404614 33.4190531, -111.940488 33.4190526)",bike;walk;auto,1
West 10th Street,86,5608313,2221,2233,1,2.4693849163156205,1,29,,residential,6,"LINESTRING (-111.940488 33.4190526, -111.9404614 33.4190531)",bike;walk;auto,1
West 10th Street,87,5608313,2221,147,1,10.146386177275886,1,29,,residential,6,"LINESTRING (-111.940488 33.4190526, -111.9405973 33.4190507)",bike;walk;auto,1
West 10th Street,88,5608313,147,2221,1,10.146386177275886,1,29,,residential,6,"LINESTRING (-111.9405973 33.4190507, -111.940488 33.4190526)",bike;walk;auto,1
West 10th Street,89,5608313,147,21,1,59.41747876248545,1,29,,residential,6,"LINESTRING (-111.9405973 33.4190507, -111.9412375 33.4190521)",bike;walk;auto,1
West 10th Street,90,5608313,21,147,1,59.41747876248545,1,29,,residential,6,"LINESTRING (-111.9412375 33.4190521, -111.9405973 33.4190507)",bike;walk;auto,1
West 10th Street,91,5608313,21,144,1,50.294151806181134,1,29,,residential,6,"LINESTRING (-111.9412375 33.4190521, -111.9417794 33.4190532)",bike;walk;auto,1
West 10th Street,92,5608313,144,21,1,50.294151806181134,1,29,,residential,6,"LINESTRING (-111.9417794 33.4190532, -111.9412375 33.4190521)",bike;walk;auto,1
West 10th Street,93,5608313,144,156,1,5.9689676825307405,1,29,,residential,6,"LINESTRING (-111.9417794 33.4190532, -111.9418437 33.4190521)",bike;walk;auto,1
West 10th Street,94,5608313,156,144,1,5.9689676825307405,1,29,,residential,6,"LINESTRING (-111.9418437 33.4190521, -111.9417794 33.4190532)",bike;walk;auto,1
West 10th Street,95,5608313,156,26,1,51.12185725813763,1,29,,residential,6,"LINESTRING (-111.9418437 33.4190521, -111.9423945 33.4190482)",bike;walk;auto,1
West 10th Street,96,5608313,26,156,1,51.12185725813763,1,29,,residential,6,"LINESTRING (-111.9423945 33.4190482, -111.9418437 33.4190521)",bike;walk;auto,1
West 10th Street,97,5608313,26,539,1,109.77954962285129,1,29,,residential,6,"LINESTRING (-111.9423945 33.4190482, -111.9432482 33.4190383, -111.9433085 33.4190348, -111.9433719 33.4190264, -111.9434306 33.4190141, -111.9434766 33.4190015, -111.9435652 33.4189718)",bike;walk;auto,1
West 10th Street,98,5608313,539,26,1,109.7795496228513,1,29,,residential,6,"LINESTRING (-111.9435652 33.4189718, -111.9434766 33.4190015, -111.9434306 33.4190141, -111.9433719 33.4190264, -111.9433085 33.4190348, -111.9432482 33.4190383, -111.9423945 33.4190482)",bike;walk;auto,1
West 10th Street,99,5608313,539,10,1,63.905013212944205,1,29,,residential,6,"LINESTRING (-111.9435652 33.4189718, -111.9436258 33.4189528, -111.9436632 33.4189424, -111.9436854 33.4189363, -111.9437511 33.4189279, -111.9438168 33.4189228, -111.943884 33.4189205, -111.9442453 33.4189174)",bike;walk;auto,1
West 10th Street,100,5608313,10,539,1,63.905013212944205,1,29,,residential,6,"LINESTRING (-111.9442453 33.4189174, -111.943884 33.4189205, -111.9438168 33.4189228, -111.9437511 33.4189279, -111.9436854 33.4189363, -111.9436632 33.4189424, -111.9436258 33.4189528, -111.9435652 33.4189718)",bike;walk;auto,1
East University Drive,101,5614812,270,275,1,7.953598139924587,2,35,,secondary,4,"LINESTRING (-111.9381462 33.4218977, -111.9380605 33.4218977)",bike;walk;auto,0
East University Drive,102,5614812,275,333,1,120.94923563119183,2,35,,secondary,4,"LINESTRING (-111.9380605 33.4218977, -111.9367573 33.4219048)",bike;walk;auto,0
East University Drive,103,5614812,333,54,1,8.798847870176235,2,35,,secondary,4,"LINESTRING (-111.9367573 33.4219048, -111.9366625 33.4219038)",bike;walk;auto,0
East University Drive,104,5614812,54,334,1,9.253068795312375,2,35,,secondary,4,"LINESTRING (-111.9366625 33.4219038, -111.9365628 33.4219033)",bike;walk;auto,0
East University Drive,105,5614812,334,708,1,66.45012817586951,2,35,,secondary,4,"LINESTRING (-111.9365628 33.4219033, -111.9358468 33.4219032)",bike;walk;auto,0
East University Drive,106,5614812,708,709,1,18.11601235313975,2,35,,secondary,4,"LINESTRING (-111.9358468 33.4219032, -111.9356516 33.4219032)",bike;walk;auto,0
East University Drive,107,5614812,709,332,1,54.83610941956766,2,35,,secondary,4,"LINESTRING (-111.9356516 33.4219032, -111.9352555 33.4219032, -111.9350608 33.4218992)",bike;walk;auto,0
East University Drive,108,5614812,332,2470,1,10.425146696922791,2,35,,secondary,4,"LINESTRING (-111.9350608 33.4218992, -111.9349485 33.421897)",bike;walk;auto,0
East 3rd Street,109,5615753,359,1256,1,20.14725121488889,1,29,,unclassified,11,"LINESTRING (-111.9395019 33.4273825, -111.939719 33.4273828)",bike;walk;auto,1
East 3rd Street,110,5615753,1256,359,1,20.14725121488889,1,29,,unclassified,11,"LINESTRING (-111.939719 33.4273828, -111.9395019 33.4273825)",bike;walk;auto,1
East 3rd Street,111,5615753,1256,1870,1,11.276181703272977,1,29,,unclassified,11,"LINESTRING (-111.939719 33.4273828, -111.9398405 33.427384)",bike;walk;auto,1
East 3rd Street,112,5615753,1870,1256,1,11.276181703272977,1,29,,unclassified,11,"LINESTRING (-111.9398405 33.427384, -111.939719 33.4273828)",bike;walk;auto,1
East 3rd Street,113,5615753,1870,360,1,11.39669171137886,1,29,,unclassified,11,"LINESTRING (-111.9398405 33.427384, -111.9398764 33.4273843, -111.9399633 33.4273851)",bike;walk;auto,1
East 3rd Street,114,5615753,360,1870,1,11.39669171137886,1,29,,unclassified,11,"LINESTRING (-111.9399633 33.4273851, -111.9398764 33.4273843, -111.9398405 33.427384)",bike;walk;auto,1
West 7th Street,115,5617602,5,2405,1,48.59326777992825,1,25,,residential,6,"LINESTRING (-111.9442993 33.4231771, -111.9448229 33.4231773)",bike;walk;auto,1
West 7th Street,116,5617602,2405,5,1,48.59326777992825,1,25,,residential,6,"LINESTRING (-111.9448229 33.4231773, -111.9442993 33.4231771)",bike;walk;auto,1
West 7th Street,117,5617602,2405,2475,1,16.435956477939847,1,25,,residential,6,"LINESTRING (-111.9448229 33.4231773, -111.945 33.4231773)",bike;walk;auto,1
West 7th Street,118,5617602,2475,2405,1,16.435956477939847,1,25,,residential,6,"LINESTRING (-111.945 33.4231773, -111.9448229 33.4231773)",bike;walk;auto,1
East 5th Street,119,5619424,138,1662,1,11.916002782046068,1,30,,tertiary,5,"LINESTRING (-111.9394161 33.4254973, -111.9392877 33.4254971)",bike;walk;auto,1
East 5th Street,120,5619424,1662,138,1,11.916002782046068,1,30,,tertiary,5,"LINESTRING (-111.9392877 33.4254971, -111.9394161 33.4254973)",bike;walk;auto,1
East 5th Street,121,5619424,1662,1663,1,22.746205522862958,1,30,,tertiary,5,"LINESTRING (-111.9392877 33.4254971, -111.9390426 33.4254967)",bike;walk;auto,1
East 5th Street,122,5619424,1663,1662,1,22.746205522862958,1,30,,tertiary,5,"LINESTRING (-111.9390426 33.4254967, -111.9392877 33.4254971)",bike;walk;auto,1
East 5th Street,123,5619424,1663,1270,1,19.09899357739438,1,30,,tertiary,5,"LINESTRING (-111.9390426 33.4254967, -111.9388368 33.4254969)",bike;walk;auto,1
East 5th Street,124,5619424,1270,1663,1,19.09899357739438,1,30,,tertiary,5,"LINESTRING (-111.9388368 33.4254969, -111.9390426 33.4254967)",bike;walk;auto,1
East 5th Street,125,5619424,1270,2252,1,52.14654775006798,1,30,,tertiary,5,"LINESTRING (-111.9388368 33.4254969, -111.9382883 33.4254956, -111.9382749 33.4254956)",bike;walk;auto,1
East 5th Street,126,5619424,2252,1270,1,52.14654775006798,1,30,,tertiary,5,"LINESTRING (-111.9382749 33.4254956, -111.9382883 33.4254956, -111.9388368 33.4254969)",bike;walk;auto,1
East 5th Street,127,5619424,2252,528,1,10.570353454102824,1,30,,tertiary,5,"LINESTRING (-111.9382749 33.4254956, -111.938161 33.4254954)",bike;walk;auto,1
East 5th Street,128,5619424,528,2252,1,10.570353454102824,1,30,,tertiary,5,"LINESTRING (-111.938161 33.4254954, -111.9382749 33.4254956)",bike;walk;auto,1
East 5th Street,129,5619424,528,503,1,128.9886324656564,1,30,,tertiary,5,"LINESTRING (-111.938161 33.4254954, -111.9380281 33.4254952, -111.9367711 33.4254993)",bike;walk;auto,1
East 5th Street,130,5619424,503,528,1,128.9886324656564,1,30,,tertiary,5,"LINESTRING (-111.9367711 33.4254993, -111.9380281 33.4254952, -111.938161 33.4254954)",bike;walk;auto,1
East 5th Street,131,5619424,503,60,1,9.15972169028034,1,30,,tertiary,5,"LINESTRING (-111.9367711 33.4254993, -111.9366724 33.4254992)",bike;walk;auto,1
East 5th Street,132,5619424,60,503,1,9.15972169028034,1,30,,tertiary,5,"LINESTRING (-111.9366724 33.4254992, -111.9367711 33.4254993)",bike;walk;auto,1
South McAllister Avenue,133,5624529,695,43,1,170.32221636546606,1,29,,tertiary,5,"LINESTRING (-111.928844 33.4180457, -111.9288373 33.4178241, -111.9288318 33.4176416, -111.9288935 33.4173718, -111.9290271 33.4170735, -111.9292471 33.4167849, -111.9294043 33.4166443)",bike;walk;auto,1
South McAllister Avenue,134,5624529,43,695,1,170.32221636546606,1,29,,tertiary,5,"LINESTRING (-111.9294043 33.4166443, -111.9292471 33.4167849, -111.9290271 33.4170735, -111.9288935 33.4173718, -111.9288318 33.4176416, -111.9288373 33.4178241, -111.928844 33.4180457)",bike;walk;auto,1
South Packard Drive,135,5630444,15,1255,1,10.570484777814473,1,29,,unclassified,11,"LINESTRING (-111.9290798 33.4242989, -111.9291154 33.4243892)",bike;walk;auto,1
South Packard Drive,136,5630444,1255,15,1,10.570484777814473,1,29,,unclassified,11,"LINESTRING (-111.9291154 33.4243892, -111.9290798 33.4242989)",bike;walk;auto,1
South Packard Drive,137,5630444,1255,86,1,48.40646047861387,1,29,,unclassified,11,"LINESTRING (-111.9291154 33.4243892, -111.9292331 33.4246528, -111.9292598 33.4248052)",bike;walk;auto,1
South Packard Drive,138,5630444,86,1255,1,48.40646047861387,1,29,,unclassified,11,"LINESTRING (-111.9292598 33.4248052, -111.9292331 33.4246528, -111.9291154 33.4243892)",bike;walk;auto,1
South Packard Drive,139,5630444,86,1247,1,9.774051675570883,1,29,,unclassified,11,"LINESTRING (-111.9292598 33.4248052, -111.92926 33.4248931)",bike;walk;auto,1
South Packard Drive,140,5630444,1247,86,1,9.774051675570883,1,29,,unclassified,11,"LINESTRING (-111.92926 33.4248931, -111.9292598 33.4248052)",bike;walk;auto,1
South Packard Drive,141,5630444,1247,85,1,6.504909828352477,1,29,,unclassified,11,"LINESTRING (-111.92926 33.4248931, -111.9292601 33.4249516)",bike;walk;auto,1
South Packard Drive,142,5630444,85,1247,1,6.504909828352477,1,29,,unclassified,11,"LINESTRING (-111.9292601 33.4249516, -111.92926 33.4248931)",bike;walk;auto,1
South Packard Drive,143,5630444,85,1035,1,195.6802671975444,1,29,,unclassified,11,"LINESTRING (-111.9292601 33.4249516, -111.929282 33.4267113)",bike;walk;auto,1
South Packard Drive,144,5630444,1035,85,1,195.6802671975444,1,29,,unclassified,11,"LINESTRING (-111.929282 33.4267113, -111.9292601 33.4249516)",bike;walk;auto,1
South Packard Drive,145,5630444,1035,2087,1,68.43565033893798,1,29,,unclassified,11,"LINESTRING (-111.929282 33.4267113, -111.929292 33.4273267)",bike;walk;auto,1
South Packard Drive,146,5630444,2087,1035,1,68.43565033893798,1,29,,unclassified,11,"LINESTRING (-111.929292 33.4273267, -111.929282 33.4267113)",bike;walk;auto,1
South Packard Drive,147,5630444,2087,996,1,72.60595797924726,1,29,,unclassified,11,"LINESTRING (-111.929292 33.4273267, -111.9293027 33.4279796)",bike;walk;auto,1
South Packard Drive,148,5630444,996,2087,1,72.60595797924726,1,29,,unclassified,11,"LINESTRING (-111.9293027 33.4279796, -111.929292 33.4273267)",bike;walk;auto,1
